Ende Ablesezeitraum;Messintervall;Abrechnungsmaßeinheit;Verbrauch
2019-08-18T02:30+02:00;QH;KWH;0,01366
2019-08-18T02:45+02:00;QH;KWH;0,01799
2019-08-18T03:00+02:00;QH;KWH;0,00883
2019-08-18T03:15+02:00;QH;KWH;0,01576
2019-08-18T03:30+02:00;QH;KWH;0,03856
2019-08-18T03:45+02:00;QH;KWH;0,01399
2019-08-18T04:00+02:00;QH;KWH;0,00501
2019-08-18T04:15+02:00;QH;KWH;0,06565
2019-08-18T04:30+02:00;QH;KWH;0,02059
2019-08-18T04:45+02:00;QH;KWH;0,04561
2019-08-18T05:00+02:00;QH;KWH;0,03339
2019-08-18T05:15+02:00;QH;KWH;0,01750
2019-08-18T05:30+02:00;QH;KWH;0,01947
2019-08-18T05:45+02:00;QH;KWH;0,01265
2019-08-18T06:00+02:00;QH;KWH;0,06208
2019-08-18T06:15+02:00;QH;KWH;0,01558
2019-08-18T06:30+02:00;QH;KWH;0,02050
2019-08-18T06:45+02:00;QH;KWH;0,02629
2019-08-18T07:00+02:00;QH;KWH;0,01078
2019-08-18T07:15+02:00;QH;KWH;0,02302
2019-08-18T07:30+02:00;QH;KWH;0,02852
2019-08-18T07:45+02:00;QH;KWH;0,01857
2019-08-18T08:00+02:00;QH;KWH;0,02576
2019-08-18T08:15+02:00;QH;KWH;0,01016
2019-08-18T08:30+02:00;QH;KWH;0,04037
2019-08-18T08:45+02:00;QH;KWH;0,02933
2019-08-18T09:00+02:00;QH;KWH;0,03498
2019-08-18T09:15+02:00;QH;KWH;0,03051
2019-08-18T09:30+02:00;QH;KWH;0,01755
2019-08-18T09:45+02:00;QH;KWH;0,03709
2019-08-18T10:00+02:00;QH;KWH;0,02320
2019-08-18T10:15+02:00;QH;KWH;0,01342
2019-08-18T10:30+02:00;QH;KWH;0,04205
2019-08-18T10:45+02:00;QH;KWH;0,01880
2019-08-18T11:00+02:00;QH;KWH;0,01609
2019-08-18T11:15+02:00;QH;KWH;0,01324
2019-08-18T11:30+02:00;QH;KWH;0,03962
2019-08-18T11:45+02:00;QH;KWH;0,03067
2019-08-18T12:00+02:00;QH;KWH;0,02975
2019-08-18T12:15+02:00;QH;KWH;0,05972
2019-08-18T12:30+02:00;QH;KWH;0,04553
2019-08-18T12:45+02:00;QH;KWH;0,03412
2019-08-18T13:00+02:00;QH;KWH;0,07088
2019-08-18T13:15+02:00;QH;KWH;0,01811
2019-08-18T13:30+02:00;QH;KWH;0,03396
2019-08-18T13:45+02:00;QH;KWH;0,07354
2019-08-18T14:00+02:00;QH;KWH;0,05208
2019-08-18T14:15+02:00;QH;KWH;0,07132
2019-08-18T14:30+02:00;QH;KWH;0,01666
2019-08-18T14:45+02:00;QH;KWH;0,02852
2019-08-18T15:00+02:00;QH;KWH;0,04572
2019-08-18T15:15+02:00;QH;KWH;0,05531
2019-08-18T15:30+02:00;QH;KWH;0,03576
2019-08-18T15:45+02:00;QH;KWH;0,02502
2019-08-18T16:00+02:00;QH;KWH;0,01982
2019-08-18T16:15+02:00;QH;KWH;0,03549
2019-08-18T16:30+02:00;QH;KWH;0,04214
2019-08-18T16:45+02:00;QH;KWH;0,03955
2019-08-18T17:00+02:00;QH;KWH;0,04909
2019-08-18T17:15+02:00;QH;KWH;0,02319
2019-08-18T17:30+02:00;QH;KWH;0,03785
2019-08-18T17:45+02:00;QH;KWH;0,04625
2019-08-18T18:00+02:00;QH;KWH;0,03720
2019-08-18T18:15+02:00;QH;KWH;0,07017
2019-08-18T18:30+02:00;QH;KWH;0,03597
2019-08-18T18:45+02:00;QH;KWH;0,05709
2019-08-18T19:00+02:00;QH;KWH;0,05111
2019-08-18T19:15+02:00;QH;KWH;0,02106
2019-08-18T19:30+02:00;QH;KWH;0,03567
2019-08-18T19:45+02:00;QH;KWH;0,06160
2019-08-18T20:00+02:00;QH;KWH;0,02843
2019-08-18T20:15+02:00;QH;KWH;0,04593
2019-08-18T20:30+02:00;QH;KWH;0,03238
2019-08-18T20:45+02:00;QH;KWH;0,03486
2019-08-18T21:00+02:00;QH;KWH;0,03584
2019-08-18T21:15+02:00;QH;KWH;0,02145
2019-08-18T21:30+02:00;QH;KWH;0,03903
2019-08-18T21:45+02:00;QH;KWH;0,02387
2019-08-18T22:00+02:00;QH;KWH;0,02716
2019-08-18T22:15+02:00;QH;KWH;0,04124
2019-08-18T22:30+02:00;QH;KWH;0,03524
2019-08-18T22:45+02:00;QH;KWH;0,03586
2019-08-18T23:00+02:00;QH;KWH;0,01725
2019-08-18T23:15+02:00;QH;KWH;0,03590
2019-08-18T23:30+02:00;QH;KWH;0,01281
2019-08-18T23:45+02:00;QH;KWH;0,02343
2019-08-19T00:00+02:00;QH;KWH;0,01933
2019-08-19T00:15+02:00;QH;KWH;0,02582
2019-08-19T00:30+02:00;QH;KWH;0,00508
2019-08-19T00:45+02:00;QH;KWH;0,01189
2019-08-19T01:00+02:00;QH;KWH;0,00653
2019-08-19T01:15+02:00;QH;KWH;0,01458
2019-08-19T01:30+02:00;QH;KWH;0,01336
2019-08-19T01:45+02:00;QH;KWH;0,00671
2019-08-19T02:00+02:00;QH;KWH;0,00991
2019-08-19T02:15+02:00;QH;KWH;0,01657
2019-08-19T02:30+02:00;QH;KWH;0,00778
2019-08-19T02:45+02:00;QH;KWH;0,00408
2019-08-19T03:00+02:00;QH;KWH;0,00553
2019-08-19T03:15+02:00;QH;KWH;0,00654
2019-08-19T03:30+02:00;QH;KWH;0,01298
2019-08-19T03:45+02:00;QH;KWH;0,01462
2019-08-19T04:00+02:00;QH;KWH;0,01366
2019-08-19T04:15+02:00;QH;KWH;0,01602
2019-08-19T04:30+02:00;QH;KWH;0,01158
2019-08-19T04:45+02:00;QH;KWH;0,01185
2019-08-19T05:00+02:00;QH;KWH;0,01385
2019-08-19T05:15+02:00;QH;KWH;0,01393
2019-08-19T05:30+02:00;QH;KWH;0,00223
2019-08-19T05:45+02:00;QH;KWH;0,00673
2019-08-19T06:00+02:00;QH;KWH;0,03045
2019-08-19T06:15+02:00;QH;KWH;0,03844
2019-08-19T06:30+02:00;QH;KWH;0,03577
2019-08-19T06:45+02:00;QH;KWH;0,02877
2019-08-19T07:00+02:00;QH;KWH;0,01546
2019-08-19T07:15+02:00;QH;KWH;0,00516
2019-08-19T07:30+02:00;QH;KWH;0,03236
2019-08-19T07:45+02:00;QH;KWH;0,01150
2019-08-19T08:00+02:00;QH;KWH;0,03253
2019-08-19T08:15+02:00;QH;KWH;0,01021
2019-08-19T08:30+02:00;QH;KWH;0,00820
2019-08-19T08:45+02:00;QH;KWH;0,02244
2019-08-19T09:00+02:00;QH;KWH;0,01571
2019-08-19T09:15+02:00;QH;KWH;0,00638
2019-08-19T09:30+02:00;QH;KWH;0,05125
2019-08-19T09:45+02:00;QH;KWH;0,02122
2019-08-19T10:00+02:00;QH;KWH;0,00797
2019-08-19T10:15+02:00;QH;KWH;0,02094
2019-08-19T10:30+02:00;QH;KWH;0,01882
2019-08-19T10:45+02:00;QH;KWH;0,00655
2019-08-19T11:00+02:00;QH;KWH;0,01394
2019-08-19T11:15+02:00;QH;KWH;0,03134
2019-08-19T11:30+02:00;QH;KWH;0,03601
2019-08-19T11:45+02:00;QH;KWH;0,02846
2019-08-19T12:00+02:00;QH;KWH;0,02370
2019-08-19T12:15+02:00;QH;KWH;0,01190
2019-08-19T12:30+02:00;QH;KWH;0,04527
2019-08-19T12:45+02:00;QH;KWH;0,00845
2019-08-19T13:00+02:00;QH;KWH;0,03638
2019-08-19T13:15+02:00;QH;KWH;0,04246
2019-08-19T13:30+02:00;QH;KWH;0,03248
2019-08-19T13:45+02:00;QH;KWH;0,05361
2019-08-19T14:00+02:00;QH;KWH;0,03775
2019-08-19T14:15+02:00;QH;KWH;0,02631
2019-08-19T14:30+02:00;QH;KWH;0,01524
2019-08-19T14:45+02:00;QH;KWH;0,02702
2019-08-19T15:00+02:00;QH;KWH;0,03051
2019-08-19T15:15+02:00;QH;KWH;0,01051
2019-08-19T15:30+02:00;QH;KWH;0,03376
2019-08-19T15:45+02:00;QH;KWH;0,03270
2019-08-19T16:00+02:00;QH;KWH;0,02743
2019-08-19T16:15+02:00;QH;KWH;0,00251
2019-08-19T16:30+02:00;QH;KWH;0,02963
2019-08-19T16:45+02:00;QH;KWH;0,00577
2019-08-19T17:00+02:00;QH;KWH;0,00390
2019-08-19T17:15+02:00;QH;KWH;0,05188
2019-08-19T17:30+02:00;QH;KWH;0,02101
2019-08-19T17:45+02:00;QH;KWH;0,01751
2019-08-19T18:00+02:00;QH;KWH;0,02143
2019-08-19T18:15+02:00;QH;KWH;0,02275
2019-08-19T18:30+02:00;QH;KWH;0,04745
2019-08-19T18:45+02:00;QH;KWH;0,03888
2019-08-19T19:00+02:00;QH;KWH;0,01970
2019-08-19T19:15+02:00;QH;KWH;0,01624
2019-08-19T19:30+02:00;QH;KWH;0,03222
2019-08-19T19:45+02:00;QH;KWH;0,02997
2019-08-19T20:00+02:00;QH;KWH;0,01656
2019-08-19T20:15+02:00;QH;KWH;0,03096
2019-08-19T20:30+02:00;QH;KWH;0,03523
2019-08-19T20:45+02:00;QH;KWH;0,04923
2019-08-19T21:00+02:00;QH;KWH;0,03308
2019-08-19T21:15+02:00;QH;KWH;0,01314
2019-08-19T21:30+02:00;QH;KWH;0,01677
2019-08-19T21:45+02:00;QH;KWH;0,01947
2019-08-19T22:00+02:00;QH;KWH;0,01969
2019-08-19T22:15+02:00;QH;KWH;0,00846
2019-08-19T22:30+02:00;QH;KWH;0,00835
2019-08-19T22:45+02:00;QH;KWH;0,03621
2019-08-19T23:00+02:00;QH;KWH;0,01843
2019-08-19T23:15+02:00;QH;KWH;0,00249
2019-08-19T23:30+02:00;QH;KWH;0,01477
2019-08-19T23:45+02:00;QH;KWH;0,01395
2019-08-20T00:00+02:00;QH;KWH;0,02846
2019-08-20T00:15+02:00;QH;KWH;0,02844
2019-08-20T00:30+02:00;QH;KWH;0,01345
2019-08-20T00:45+02:00;QH;KWH;0,00487
2019-08-20T01:00+02:00;QH;KWH;0,01888
2019-08-20T01:15+02:00;QH;KWH;0,01426
2019-08-20T01:30+02:00;QH;KWH;0,01408
2019-08-20T01:45+02:00;QH;KWH;0,01643
2019-08-20T02:00+02:00;QH;KWH;0,01176
2019-08-20T02:15+02:00;QH;KWH;0,00946
2019-08-20T02:30+02:00;QH;KWH;0,01589
2019-08-20T02:45+02:00;QH;KWH;0,01098
2019-08-20T03:00+02:00;QH;KWH;0,01348
2019-08-20T03:15+02:00;QH;KWH;0,01133
2019-08-20T03:30+02:00;QH;KWH;0,01407
2019-08-20T03:45+02:00;QH;KWH;0,02003
2019-08-20T04:00+02:00;QH;KWH;0,00547
2019-08-20T04:15+02:00;QH;KWH;0,00156
2019-08-20T04:30+02:00;QH;KWH;0,00217
2019-08-20T04:45+02:00;QH;KWH;0,00388
2019-08-20T05:00+02:00;QH;KWH;0,01452
2019-08-20T05:15+02:00;QH;KWH;0,00374
2019-08-20T05:30+02:00;QH;KWH;0,01396
2019-08-20T05:45+02:00;QH;KWH;0,02098
2019-08-20T06:00+02:00;QH;KWH;0,01539
2019-08-20T06:15+02:00;QH;KWH;0,02031
2019-08-20T06:30+02:00;QH;KWH;0,02407
2019-08-20T06:45+02:00;QH;KWH;0,01943
2019-08-20T07:00+02:00;QH;KWH;0,02416
2019-08-20T07:15+02:00;QH;KWH;0,01652
2019-08-20T07:30+02:00;QH;KWH;0,01087
2019-08-20T07:45+02:00;QH;KWH;0,01482
2019-08-20T08:00+02:00;QH;KWH;0,00912
2019-08-20T08:15+02:00;QH;KWH;0,03088
2019-08-20T08:30+02:00;QH;KWH;0,02578
2019-08-20T08:45+02:00;QH;KWH;0,01663
2019-08-20T09:00+02:00;QH;KWH;0,02652
2019-08-20T09:15+02:00;QH;KWH;0,01946
2019-08-20T09:30+02:00;QH;KWH;0,01374
2019-08-20T09:45+02:00;QH;KWH;0,02052
2019-08-20T10:00+02:00;QH;KWH;0,01923
2019-08-20T10:15+02:00;QH;KWH;0,01322
2019-08-20T10:30+02:00;QH;KWH;0,00627
2019-08-20T10:45+02:00;QH;KWH;0,02352
2019-08-20T11:00+02:00;QH;KWH;0,01589
2019-08-20T11:15+02:00;QH;KWH;0,05074
2019-08-20T11:30+02:00;QH;KWH;0,02749
2019-08-20T11:45+02:00;QH;KWH;0,01321
2019-08-20T12:00+02:00;QH;KWH;0,01321
2019-08-20T12:15+02:00;QH;KWH;0,02769
2019-08-20T12:30+02:00;QH;KWH;0,01756
2019-08-20T12:45+02:00;QH;KWH;0,02091
2019-08-20T13:00+02:00;QH;KWH;0,00856
2019-08-20T13:15+02:00;QH;KWH;0,01911
2019-08-20T13:30+02:00;QH;KWH;0,01919
2019-08-20T13:45+02:00;QH;KWH;0,00950
2019-08-20T14:00+02:00;QH;KWH;0,03068
2019-08-20T14:15+02:00;QH;KWH;0,00500
2019-08-20T14:30+02:00;QH;KWH;0,02674
2019-08-20T14:45+02:00;QH;KWH;0,04576
2019-08-20T15:00+02:00;QH;KWH;0,02325
2019-08-20T15:15+02:00;QH;KWH;0,02901
2019-08-20T15:30+02:00;QH;KWH;0,02699
2019-08-20T15:45+02:00;QH;KWH;0,03505
2019-08-20T16:00+02:00;QH;KWH;0,01992
2019-08-20T16:15+02:00;QH;KWH;0,00661
2019-08-20T16:30+02:00;QH;KWH;0,02526
2019-08-20T16:45+02:00;QH;KWH;0,01023
2019-08-20T17:00+02:00;QH;KWH;0,02926
2019-08-20T17:15+02:00;QH;KWH;0,02825
2019-08-20T17:30+02:00;QH;KWH;0,06159
2019-08-20T17:45+02:00;QH;KWH;0,01684
2019-08-20T18:00+02:00;QH;KWH;0,02856
2019-08-20T18:15+02:00;QH;KWH;0,00907
2019-08-20T18:30+02:00;QH;KWH;0,02132
2019-08-20T18:45+02:00;QH;KWH;0,01496
2019-08-20T19:00+02:00;QH;KWH;0,03073
2019-08-20T19:15+02:00;QH;KWH;0,00741
2019-08-20T19:30+02:00;QH;KWH;0,01772
2019-08-20T19:45+02:00;QH;KWH;0,04531
2019-08-20T20:00+02:00;QH;KWH;0,02669
2019-08-20T20:15+02:00;QH;KWH;0,02078
2019-08-20T20:30+02:00;QH;KWH;0,03839
2019-08-20T20:45+02:00;QH;KWH;0,01384
2019-08-20T21:00+02:00;QH;KWH;0,04007
2019-08-20T21:15+02:00;QH;KWH;0,03384
2019-08-20T21:30+02:00;QH;KWH;0,03814
2019-08-20T21:45+02:00;QH;KWH;0,02734
2019-08-20T22:00+02:00;QH;KWH;0,02444
2019-08-20T22:15+02:00;QH;KWH;0,01691
2019-08-20T22:30+02:00;QH;KWH;0,02879
2019-08-20T22:45+02:00;QH;KWH;0,01684
2019-08-20T23:00+02:00;QH;KWH;0,01083
2019-08-20T23:15+02:00;QH;KWH;0,01405
2019-08-20T23:30+02:00;QH;KWH;0,01036
2019-08-20T23:45+02:00;QH;KWH;0,00949
2019-08-21T00:00+02:00;QH;KWH;0,02068
2019-08-21T00:15+02:00;QH;KWH;0,00572
2019-08-21T00:30+02:00;QH;KWH;0,01637
2019-08-21T00:45+02:00;QH;KWH;0,00997
2019-08-21T01:00+02:00;QH;KWH;0,00249
2019-08-21T01:15+02:00;QH;KWH;0,01751
2019-08-21T01:30+02:00;QH;KWH;0,01288
2019-08-21T01:45+02:00;QH;KWH;0,01160
2019-08-21T02:00+02:00;QH;KWH;0,00719
2019-08-21T02:15+02:00;QH;KWH;0,01771
2019-08-21T02:30+02:00;QH;KWH;0,00889
2019-08-21T02:45+02:00;QH;KWH;0,00758
2019-08-21T03:00+02:00;QH;KWH;0,01116
2019-08-21T03:15+02:00;QH;KWH;0,01547
2019-08-21T03:30+02:00;QH;KWH;0,00699
2019-08-21T03:45+02:00;QH;KWH;0,00911
2019-08-21T04:00+02:00;QH;KWH;0,01509
2019-08-21T04:15+02:00;QH;KWH;0,01263
2019-08-21T04:30+02:00;QH;KWH;0,01643
2019-08-21T04:45+02:00;QH;KWH;0,01595
2019-08-21T05:00+02:00;QH;KWH;0,01568
2019-08-21T05:15+02:00;QH;KWH;0,01338
2019-08-21T05:30+02:00;QH;KWH;0,00518
2019-08-21T05:45+02:00;QH;KWH;0,01534
2019-08-21T06:00+02:00;QH;KWH;0,00906
2019-08-21T06:15+02:00;QH;KWH;0,02289
2019-08-21T06:30+02:00;QH;KWH;0,02982
2019-08-21T06:45+02:00;QH;KWH;0,01225
2019-08-21T07:00+02:00;QH;KWH;0,04384
2019-08-21T07:15+02:00;QH;KWH;0,02968
2019-08-21T07:30+02:00;QH;KWH;0,00770
2019-08-21T07:45+02:00;QH;KWH;0,02502
2019-08-21T08:00+02:00;QH;KWH;0,01816
2019-08-21T08:15+02:00;QH;KWH;0,02784
2019-08-21T08:30+02:00;QH;KWH;0,01004
2019-08-21T08:45+02:00;QH;KWH;0,00859
2019-08-21T09:00+02:00;QH;KWH;0,03655
2019-08-21T09:15+02:00;QH;KWH;0,01844
2019-08-21T09:30+02:00;QH;KWH;0,01957
2019-08-21T09:45+02:00;QH;KWH;0,01839
2019-08-21T10:00+02:00;QH;KWH;0,02262
2019-08-21T10:15+02:00;QH;KWH;0,00584
2019-08-21T10:30+02:00;QH;KWH;0,00650
2019-08-21T10:45+02:00;QH;KWH;0,02030
2019-08-21T11:00+02:00;QH;KWH;0,02334
2019-08-21T11:15+02:00;QH;KWH;0,00486
2019-08-21T11:30+02:00;QH;KWH;0,01247
2019-08-21T11:45+02:00;QH;KWH;0,02605
2019-08-21T12:00+02:00;QH;KWH;0,02859
2019-08-21T12:15+02:00;QH;KWH;0,04785
2019-08-21T12:30+02:00;QH;KWH;0,02354
2019-08-21T12:45+02:00;QH;KWH;0,02646
2019-08-21T13:00+02:00;QH;KWH;0,04460
2019-08-21T13:15+02:00;QH;KWH;0,00243
2019-08-21T13:30+02:00;QH;KWH;0,02944
2019-08-21T13:45+02:00;QH;KWH;0,01995
2019-08-21T14:00+02:00;QH;KWH;0,00756
2019-08-21T14:15+02:00;QH;KWH;0,02048
2019-08-21T14:30+02:00;QH;KWH;0,01035
2019-08-21T14:45+02:00;QH;KWH;0,01216
2019-08-21T15:00+02:00;QH;KWH;0,04686
2019-08-21T15:15+02:00;QH;KWH;0,01306
2019-08-21T15:30+02:00;QH;KWH;0,00863
2019-08-21T15:45+02:00;QH;KWH;0,04608
2019-08-21T16:00+02:00;QH;KWH;0,02108
2019-08-21T16:15+02:00;QH;KWH;0,02319
2019-08-21T16:30+02:00;QH;KWH;0,01402
2019-08-21T16:45+02:00;QH;KWH;0,03658
2019-08-21T17:00+02:00;QH;KWH;0,00289
2019-08-21T17:15+02:00;QH;KWH;0,02306
2019-08-21T17:30+02:00;QH;KWH;0,03873
2019-08-21T17:45+02:00;QH;KWH;0,01205
2019-08-21T18:00+02:00;QH;KWH;0,01772
2019-08-21T18:15+02:00;QH;KWH;0,04062
2019-08-21T18:30+02:00;QH;KWH;0,02670
2019-08-21T18:45+02:00;QH;KWH;0,03393
2019-08-21T19:00+02:00;QH;KWH;0,01236
2019-08-21T19:15+02:00;QH;KWH;0,04279
2019-08-21T19:30+02:00;QH;KWH;0,04344
2019-08-21T19:45+02:00;QH;KWH;0,01768
2019-08-21T20:00+02:00;QH;KWH;0,04924
2019-08-21T20:15+02:00;QH;KWH;0,03073
2019-08-21T20:30+02:00;QH;KWH;0,04727
2019-08-21T20:45+02:00;QH;KWH;0,02150
2019-08-21T21:00+02:00;QH;KWH;0,02982
2019-08-21T21:15+02:00;QH;KWH;0,01076
2019-08-21T21:30+02:00;QH;KWH;0,01072
2019-08-21T21:45+02:00;QH;KWH;0,01461
2019-08-21T22:00+02:00;QH;KWH;0,00252
2019-08-21T22:15+02:00;QH;KWH;0,02517
2019-08-21T22:30+02:00;QH;KWH;0,01016
2019-08-21T22:45+02:00;QH;KWH;0,01495
2019-08-21T23:00+02:00;QH;KWH;0,00760
2019-08-21T23:15+02:00;QH;KWH;0,00650
2019-08-21T23:30+02:00;QH;KWH;0,01867
2019-08-21T23:45+02:00;QH;KWH;0,01967
2019-08-22T00:00+02:00;QH;KWH;0,02714
2019-08-22T00:15+02:00;QH;KWH;0,01509
2019-08-22T00:30+02:00;QH;KWH;0,01465
2019-08-22T00:45+02:00;QH;KWH;0,00625
2019-08-22T01:00+02:00;QH;KWH;0,00745
2019-08-22T01:15+02:00;QH;KWH;0,01797
2019-08-22T01:30+02:00;QH;KWH;0,00877
2019-08-22T01:45+02:00;QH;KWH;0,01458
2019-08-22T02:00+02:00;QH;KWH;0,01132
2019-08-22T02:15+02:00;QH;KWH;0,00563
2019-08-22T02:30+02:00;QH;KWH;0,00763
2019-08-22T02:45+02:00;QH;KWH;0,01299
2019-08-22T03:00+02:00;QH;KWH;0,00426
2019-08-22T03:15+02:00;QH;KWH;0,01444
2019-08-22T03:30+02:00;QH;KWH;0,00821
2019-08-22T03:45+02:00;QH;KWH;0,00694
2019-08-22T04:00+02:00;QH;KWH;0,01020
2019-08-22T04:15+02:00;QH;KWH;0,00525
2019-08-22T04:30+02:00;QH;KWH;0,00448
2019-08-22T04:45+02:00;QH;KWH;0,00903
2019-08-22T05:00+02:00;QH;KWH;0,01221
2019-08-22T05:15+02:00;QH;KWH;0,01320
2019-08-22T05:30+02:00;QH;KWH;0,01104
2019-08-22T05:45+02:00;QH;KWH;0,01303
2019-08-22T06:00+02:00;QH;KWH;0,02165
2019-08-22T06:15+02:00;QH;KWH;0,03119
2019-08-22T06:30+02:00;QH;KWH;0,01090
2019-08-22T06:45+02:00;QH;KWH;0,03046
2019-08-22T07:00+02:00;QH;KWH;0,01668
2019-08-22T07:15+02:00;QH;KWH;0,01383
2019-08-22T07:30+02:00;QH;KWH;0,03079
2019-08-22T07:45+02:00;QH;KWH;0,04208
2019-08-22T08:00+02:00;QH;KWH;0,02373
2019-08-22T08:15+02:00;QH;KWH;0,01294
2019-08-22T08:30+02:00;QH;KWH;0,02769
2019-08-22T08:45+02:00;QH;KWH;0,01281
2019-08-22T09:00+02:00;QH;KWH;0,00297
2019-08-22T09:15+02:00;QH;KWH;0,00383
2019-08-22T09:30+02:00;QH;KWH;0,02291
2019-08-22T09:45+02:00;QH;KWH;0,00521
2019-08-22T10:00+02:00;QH;KWH;0,01716
2019-08-22T10:15+02:00;QH;KWH;0,02698
2019-08-22T10:30+02:00;QH;KWH;0,03285
2019-08-22T10:45+02:00;QH;KWH;0,01722
2019-08-22T11:00+02:00;QH;KWH;0,02104
2019-08-22T11:15+02:00;QH;KWH;0,01415
2019-08-22T11:30+02:00;QH;KWH;0,01609
2019-08-22T11:45+02:00;QH;KWH;0,04925
2019-08-22T12:00+02:00;QH;KWH;0,01984
2019-08-22T12:15+02:00;QH;KWH;0,02598
2019-08-22T12:30+02:00;QH;KWH;0,02393
2019-08-22T12:45+02:00;QH;KWH;0,02241
2019-08-22T13:00+02:00;QH;KWH;0,02519
2019-08-22T13:15+02:00;QH;KWH;0,04615
2019-08-22T13:30+02:00;QH;KWH;0,03081
2019-08-22T13:45+02:00;QH;KWH;0,00814
2019-08-22T14:00+02:00;QH;KWH;0,01723
2019-08-22T14:15+02:00;QH;KWH;0,00435
2019-08-22T14:30+02:00;QH;KWH;0,01427
2019-08-22T14:45+02:00;QH;KWH;0,00696
2019-08-22T15:00+02:00;QH;KWH;0,00873
2019-08-22T15:15+02:00;QH;KWH;0,01941
2019-08-22T15:30+02:00;QH;KWH;0,03112
2019-08-22T15:45+02:00;QH;KWH;0,02288
2019-08-22T16:00+02:00;QH;KWH;0,02305
2019-08-22T16:15+02:00;QH;KWH;0,02143
2019-08-22T16:30+02:00;QH;KWH;0,02318
2019-08-22T16:45+02:00;QH;KWH;0,00636
2019-08-22T17:00+02:00;QH;KWH;0,02226
2019-08-22T17:15+02:00;QH;KWH;0,04446
2019-08-22T17:30+02:00;QH;KWH;0,03339
2019-08-22T17:45+02:00;QH;KWH;0,04091
2019-08-22T18:00+02:00;QH;KWH;0,01810
2019-08-22T18:15+02:00;QH;KWH;0,02293
2019-08-22T18:30+02:00;QH;KWH;0,01530
2019-08-22T18:45+02:00;QH;KWH;0,03663
2019-08-22T19:00+02:00;QH;KWH;0,05580
2019-08-22T19:15+02:00;QH;KWH;0,02284
2019-08-22T19:30+02:00;QH;KWH;0,04414
2019-08-22T19:45+02:00;QH;KWH;0,02504
2019-08-22T20:00+02:00;QH;KWH;0,04890
2019-08-22T20:15+02:00;QH;KWH;0,07199
2019-08-22T20:30+02:00;QH;KWH;0,00939
2019-08-22T20:45+02:00;QH;KWH;0,01530
2019-08-22T21:00+02:00;QH;KWH;0,00868
2019-08-22T21:15+02:00;QH;KWH;0,03611
2019-08-22T21:30+02:00;QH;KWH;0,03862
2019-08-22T21:45+02:00;QH;KWH;0,02565
2019-08-22T22:00+02:00;QH;KWH;0,03747
2019-08-22T22:15+02:00;QH;KWH;0,02739
2019-08-22T22:30+02:00;QH;KWH;0,00392
2019-08-22T22:45+02:00;QH;KWH;0,01626
2019-08-22T23:00+02:00;QH;KWH;0,01533
2019-08-22T23:15+02:00;QH;KWH;0,01023
2019-08-22T23:30+02:00;QH;KWH;0,02462
2019-08-22T23:45+02:00;QH;KWH;0,01328
2019-08-23T00:00+02:00;QH;KWH;0,00653
2019-08-23T00:15+02:00;QH;KWH;0,02141
2019-08-23T00:30+02:00;QH;KWH;0,02339
2019-08-23T00:45+02:00;QH;KWH;0,01403
2019-08-23T01:00+02:00;QH;KWH;0,01116
2019-08-23T01:15+02:00;QH;KWH;0,01834
2019-08-23T01:30+02:00;QH;KWH;0,01263
2019-08-23T01:45+02:00;QH;KWH;0,01206
2019-08-23T02:00+02:00;QH;KWH;0,00921
2019-08-23T02:15+02:00;QH;KWH;0,01165
2019-08-23T02:30+02:00;QH;KWH;0,01020
2019-08-23T02:45+02:00;QH;KWH;0,01404
2019-08-23T03:00+02:00;QH;KWH;0,01885
2019-08-23T03:15+02:00;QH;KWH;0,00765
2019-08-23T03:30+02:00;QH;KWH;0,01002
2019-08-23T03:45+02:00;QH;KWH;0,00332
2019-08-23T04:00+02:00;QH;KWH;0,00979
2019-08-23T04:15+02:00;QH;KWH;0,01818
2019-08-23T04:30+02:00;QH;KWH;0,00790
2019-08-23T04:45+02:00;QH;KWH;0,00809
2019-08-23T05:00+02:00;QH;KWH;0,02395
2019-08-23T05:15+02:00;QH;KWH;0,00824
2019-08-23T05:30+02:00;QH;KWH;0,01315
2019-08-23T05:45+02:00;QH;KWH;0,00762
2019-08-23T06:00+02:00;QH;KWH;0,01673
2019-08-23T06:15+02:00;QH;KWH;0,01301
2019-08-23T06:30+02:00;QH;KWH;0,03012
2019-08-23T06:45+02:00;QH;KWH;0,01894
2019-08-23T07:00+02:00;QH;KWH;0,00476
2019-08-23T07:15+02:00;QH;KWH;0,00926
2019-08-23T07:30+02:00;QH;KWH;0,01463
2019-08-23T07:45+02:00;QH;KWH;0,01388
2019-08-23T08:00+02:00;QH;KWH;0,03051
2019-08-23T08:15+02:00;QH;KWH;0,01029
2019-08-23T08:30+02:00;QH;KWH;0,01531
2019-08-23T08:45+02:00;QH;KWH;0,02046
2019-08-23T09:00+02:00;QH;KWH;0,01279
2019-08-23T09:15+02:00;QH;KWH;0,03611
2019-08-23T09:30+02:00;QH;KWH;0,03203
2019-08-23T09:45+02:00;QH;KWH;0,03781
2019-08-23T10:00+02:00;QH;KWH;0,01875
2019-08-23T10:15+02:00;QH;KWH;0,03153
2019-08-23T10:30+02:00;QH;KWH;0,02498
2019-08-23T10:45+02:00;QH;KWH;0,02069
2019-08-23T11:00+02:00;QH;KWH;0,03135
2019-08-23T11:15+02:00;QH;KWH;0,03767
2019-08-23T11:30+02:00;QH;KWH;0,02679
